carnet,nombre,carrera,departamento,promedio
EST037917,Estudiante 37917,Ingeniería en Sistemas,San Salvador,7.63
EST037918,Estudiante 37918,Ingeniería en Sistemas,San Salvador,7.93
EST037919,Estudiante 37919,Administración,San Salvador,8.41
EST037920,Estudiante 37920,Administración,Sonsonate,8.35
EST037921,Estudiante 37921,Arquitectura,San Miguel,6.2
EST037922,Estudiante 37922,Arquitectura,San Miguel,9.72
EST037923,Estudiante 37923,Contaduría,San Miguel,8.41
EST037924,Estudiante 37924,Contaduría,San Miguel,8.58
EST037925,Estudiante 37925,Ingeniería Industrial,Sonsonate,6.33
EST037926,Estudiante 37926,Contaduría,Santa Ana,9.15
EST037927,Estudiante 37927,Arquitectura,La Libertad,9.55
EST037928,Estudiante 37928,Ingeniería en Sistemas,San Miguel,9.06
EST037929,Estudiante 37929,Arquitectura,La Libertad,7.85
EST037930,Estudiante 37930,Ingeniería Industrial,San Miguel,7.16
EST037931,Estudiante 37931,Arquitectura,La Libertad,5.61
EST037932,Estudiante 37932,Administración,San Salvador,8.63
EST037933,Estudiante 37933,Contaduría,Santa Ana,5.29
EST037934,Estudiante 37934,Administración,San Salvador,7.5
EST037935,Estudiante 37935,Contaduría,San Miguel,8.61
EST037936,Estudiante 37936,Arquitectura,Santa Ana,5.94
EST037937,Estudiante 37937,Contaduría,San Miguel,5.69
EST037938,Estudiante 37938,Contaduría,Sonsonate,8.2
EST037939,Estudiante 37939,Contaduría,Sonsonate,7.2
EST037940,Estudiante 37940,Ingeniería Industrial,Sonsonate,8.46
EST037941,Estudiante 37941,Contaduría,San Miguel,7.66
EST037942,Estudiante 37942,Arquitectura,Santa Ana,8.32
EST037943,Estudiante 37943,Ingeniería Industrial,San Miguel,9.95
EST037944,Estudiante 37944,Ingeniería Industrial,San Salvador,8.91
EST037945,Estudiante 37945,Administración,Santa Ana,9.0
EST037946,Estudiante 37946,Ingeniería en Sistemas,San Salvador,6.82
EST037947,Estudiante 37947,Ingeniería Industrial,San Miguel,8.7
EST037948,Estudiante 37948,Administración,San Miguel,8.67
EST037949,Estudiante 37949,Arquitectura,San Salvador,7.98
EST037950,Estudiante 37950,Ingeniería en Sistemas,San Salvador,8.98
EST037951,Estudiante 37951,Ingeniería Industrial,La Libertad,7.12
EST037952,Estudiante 37952,Administración,Sonsonate,5.38
EST037953,Estudiante 37953,Ingeniería en Sistemas,Sonsonate,9.04
EST037954,Estudiante 37954,Arquitectura,Sonsonate,7.58
EST037955,Estudiante 37955,Arquitectura,Santa Ana,9.78
EST037956,Estudiante 37956,Ingeniería en Sistemas,La Libertad,8.76
EST037957,Estudiante 37957,Arquitectura,Sonsonate,7.95
EST037958,Estudiante 37958,Arquitectura,Sonsonate,8.25
EST037959,Estudiante 37959,Arquitectura,La Libertad,7.37
EST037960,Estudiante 37960,Contaduría,Sonsonate,8.51
EST037961,Estudiante 37961,Contaduría,Santa Ana,8.04
EST037962,Estudiante 37962,Arquitectura,Sonsonate,8.32
EST037963,Estudiante 37963,Administración,San Miguel,9.91
EST037964,Estudiante 37964,Contaduría,Sonsonate,5.27
EST037965,Estudiante 37965,Administración,Sonsonate,7.06
EST037966,Estudiante 37966,Contaduría,San Miguel,6.93
EST037967,Estudiante 37967,Administración,Sonsonate,6.04
EST037968,Estudiante 37968,Contaduría,San Salvador,5.4
EST037969,Estudiante 37969,Contaduría,San Salvador,5.39
EST037970,Estudiante 37970,Arquitectura,Santa Ana,8.18
EST037971,Estudiante 37971,Contaduría,San Miguel,9.62
EST037972,Estudiante 37972,Arquitectura,La Libertad,7.59
EST037973,Estudiante 37973,Ingeniería en Sistemas,Santa Ana,5.15
EST037974,Estudiante 37974,Administración,Sonsonate,6.04
EST037975,Estudiante 37975,Arquitectura,San Miguel,6.69
EST037976,Estudiante 37976,Arquitectura,San Salvador,6.64
EST037977,Estudiante 37977,Contaduría,Sonsonate,9.77
EST037978,Estudiante 37978,Contaduría,La Libertad,8.03
EST037979,Estudiante 37979,Ingeniería en Sistemas,San Miguel,7.05
EST037980,Estudiante 37980,Ingeniería en Sistemas,La Libertad,5.2
EST037981,Estudiante 37981,Ingeniería Industrial,La Libertad,7.85
EST037982,Estudiante 37982,Contaduría,Santa Ana,9.13
EST037983,Estudiante 37983,Ingeniería en Sistemas,San Salvador,8.97
EST037984,Estudiante 37984,Ingeniería en Sistemas,La Libertad,7.73
EST037985,Estudiante 37985,Contaduría,San Salvador,9.83
EST037986,Estudiante 37986,Ingeniería en Sistemas,Santa Ana,6.31
EST037987,Estudiante 37987,Ingeniería en Sistemas,Sonsonate,6.84
EST037988,Estudiante 37988,Arquitectura,Santa Ana,7.34
EST037989,Estudiante 37989,Contaduría,San Salvador,8.91
EST037990,Estudiante 37990,Contaduría,Sonsonate,8.09
EST037991,Estudiante 37991,Ingeniería en Sistemas,Santa Ana,5.81
EST037992,Estudiante 37992,Ingeniería en Sistemas,Sonsonate,6.55
EST037993,Estudiante 37993,Arquitectura,San Miguel,5.16
EST037994,Estudiante 37994,Ingeniería Industrial,Santa Ana,6.67
EST037995,Estudiante 37995,Arquitectura,San Miguel,6.73
EST037996,Estudiante 37996,Arquitectura,San Salvador,9.14
EST037997,Estudiante 37997,Contaduría,Santa Ana,7.13
EST037998,Estudiante 37998,Contaduría,San Miguel,5.83
EST037999,Estudiante 37999,Arquitectura,La Libertad,5.68
EST038000,Estudiante 38000,Contaduría,La Libertad,6.14
EST038001,Estudiante 38001,Ingeniería en Sistemas,Sonsonate,5.15
EST038002,Estudiante 38002,Contaduría,San Salvador,8.33
EST038003,Estudiante 38003,Ingeniería en Sistemas,Santa Ana,8.25
EST038004,Estudiante 38004,Administración,La Libertad,5.89
EST038005,Estudiante 38005,Ingeniería en Sistemas,Sonsonate,5.04
EST038006,Estudiante 38006,Administración,Santa Ana,5.94
EST038007,Estudiante 38007,Ingeniería Industrial,San Miguel,9.14
EST038008,Estudiante 38008,Arquitectura,San Miguel,9.81
EST038009,Estudiante 38009,Ingeniería en Sistemas,San Salvador,5.56
EST038010,Estudiante 38010,Administración,San Salvador,8.36
EST038011,Estudiante 38011,Ingeniería en Sistemas,Santa Ana,6.53
EST038012,Estudiante 38012,Contaduría,Santa Ana,9.15
EST038013,Estudiante 38013,Contaduría,San Salvador,7.01
EST038014,Estudiante 38014,Administración,San Miguel,8.87
EST038015,Estudiante 38015,Ingeniería Industrial,Santa Ana,5.96
EST038016,Estudiante 38016,Arquitectura,Sonsonate,6.99
EST038017,Estudiante 38017,Contaduría,San Salvador,8.22
EST038018,Estudiante 38018,Ingeniería Industrial,San Salvador,9.38
EST038019,Estudiante 38019,Arquitectura,San Salvador,8.44
EST038020,Estudiante 38020,Ingeniería Industrial,Santa Ana,7.83
EST038021,Estudiante 38021,Contaduría,La Libertad,5.24
EST038022,Estudiante 38022,Contaduría,San Salvador,7.98
EST038023,Estudiante 38023,Administración,San Salvador,8.16
EST038024,Estudiante 38024,Ingeniería en Sistemas,San Miguel,9.17
EST038025,Estudiante 38025,Ingeniería en Sistemas,Santa Ana,8.57
EST038026,Estudiante 38026,Ingeniería Industrial,Santa Ana,9.42
EST038027,Estudiante 38027,Ingeniería en Sistemas,San Salvador,8.09
EST038028,Estudiante 38028,Arquitectura,Sonsonate,5.85
EST038029,Estudiante 38029,Ingeniería Industrial,La Libertad,9.51
EST038030,Estudiante 38030,Arquitectura,La Libertad,8.69
EST038031,Estudiante 38031,Ingeniería Industrial,Santa Ana,8.56
EST038032,Estudiante 38032,Arquitectura,Santa Ana,9.76
EST038033,Estudiante 38033,Arquitectura,Santa Ana,7.77
EST038034,Estudiante 38034,Ingeniería Industrial,Sonsonate,7.55
EST038035,Estudiante 38035,Ingeniería Industrial,La Libertad,6.15
EST038036,Estudiante 38036,Contaduría,Santa Ana,8.22
EST038037,Estudiante 38037,Ingeniería en Sistemas,La Libertad,6.81
EST038038,Estudiante 38038,Ingeniería Industrial,San Salvador,7.3
EST038039,Estudiante 38039,Ingeniería en Sistemas,San Salvador,9.65
EST038040,Estudiante 38040,Ingeniería en Sistemas,La Libertad,5.55
EST038041,Estudiante 38041,Administración,La Libertad,6.28
EST038042,Estudiante 38042,Arquitectura,San Miguel,9.4
EST038043,Estudiante 38043,Ingeniería Industrial,San Miguel,8.39
EST038044,Estudiante 38044,Arquitectura,Santa Ana,5.22
EST038045,Estudiante 38045,Ingeniería en Sistemas,San Miguel,8.47
EST038046,Estudiante 38046,Ingeniería en Sistemas,Santa Ana,7.09
EST038047,Estudiante 38047,Administración,San Salvador,7.88
EST038048,Estudiante 38048,Administración,Santa Ana,7.01
EST038049,Estudiante 38049,Administración,Santa Ana,9.28
EST038050,Estudiante 38050,Administración,Sonsonate,5.83
EST038051,Estudiante 38051,Ingeniería en Sistemas,San Miguel,5.99
EST038052,Estudiante 38052,Ingeniería Industrial,Santa Ana,9.82
EST038053,Estudiante 38053,Arquitectura,San Salvador,6.5
EST038054,Estudiante 38054,Contaduría,Santa Ana,6.55
EST038055,Estudiante 38055,Ingeniería en Sistemas,Santa Ana,6.1
EST038056,Estudiante 38056,Administración,Sonsonate,6.54
EST038057,Estudiante 38057,Ingeniería Industrial,Santa Ana,6.96
EST038058,Estudiante 38058,Administración,Santa Ana,6.59
EST038059,Estudiante 38059,Contaduría,San Salvador,6.2
EST038060,Estudiante 38060,Contaduría,San Miguel,7.47
EST038061,Estudiante 38061,Arquitectura,San Miguel,7.02
EST038062,Estudiante 38062,Ingeniería en Sistemas,La Libertad,6.42
EST038063,Estudiante 38063,Contaduría,San Salvador,9.5
EST038064,Estudiante 38064,Contaduría,Santa Ana,7.62
EST038065,Estudiante 38065,Ingeniería Industrial,San Miguel,6.56
EST038066,Estudiante 38066,Administración,Santa Ana,8.49
EST038067,Estudiante 38067,Ingeniería Industrial,La Libertad,6.92
EST038068,Estudiante 38068,Contaduría,La Libertad,6.8
EST038069,Estudiante 38069,Arquitectura,Santa Ana,8.53
EST038070,Estudiante 38070,Ingeniería en Sistemas,San Salvador,9.72
EST038071,Estudiante 38071,Arquitectura,La Libertad,7.31
EST038072,Estudiante 38072,Administración,San Miguel,7.84
EST038073,Estudiante 38073,Contaduría,Santa Ana,6.67
EST038074,Estudiante 38074,Arquitectura,Sonsonate,7.62
EST038075,Estudiante 38075,Ingeniería en Sistemas,Santa Ana,9.82
EST038076,Estudiante 38076,Administración,Santa Ana,9.72
EST038077,Estudiante 38077,Ingeniería Industrial,La Libertad,6.14
EST038078,Estudiante 38078,Ingeniería en Sistemas,La Libertad,8.97
EST038079,Estudiante 38079,Contaduría,Santa Ana,8.06
EST038080,Estudiante 38080,Ingeniería en Sistemas,San Salvador,5.25
EST038081,Estudiante 38081,Ingeniería Industrial,San Salvador,6.17
EST038082,Estudiante 38082,Contaduría,San Salvador,5.94
EST038083,Estudiante 38083,Arquitectura,Santa Ana,5.53
EST038084,Estudiante 38084,Administración,La Libertad,8.07
EST038085,Estudiante 38085,Administración,La Libertad,8.96
EST038086,Estudiante 38086,Contaduría,Sonsonate,6.56
EST038087,Estudiante 38087,Ingeniería Industrial,San Salvador,7.07
EST038088,Estudiante 38088,Ingeniería Industrial,Sonsonate,6.54
EST038089,Estudiante 38089,Contaduría,La Libertad,6.09
EST038090,Estudiante 38090,Ingeniería Industrial,San Miguel,8.86
EST038091,Estudiante 38091,Contaduría,Santa Ana,7.19
EST038092,Estudiante 38092,Arquitectura,San Miguel,9.72
EST038093,Estudiante 38093,Ingeniería en Sistemas,Sonsonate,8.56
EST038094,Estudiante 38094,Administración,Santa Ana,8.58
EST038095,Estudiante 38095,Ingeniería en Sistemas,San Salvador,7.0
EST038096,Estudiante 38096,Contaduría,San Salvador,5.56
EST038097,Estudiante 38097,Arquitectura,San Miguel,5.64
EST038098,Estudiante 38098,Arquitectura,La Libertad,7.28
EST038099,Estudiante 38099,Arquitectura,Sonsonate,7.58
EST038100,Estudiante 38100,Ingeniería en Sistemas,Sonsonate,8.91
EST038101,Estudiante 38101,Ingeniería en Sistemas,Santa Ana,8.14
EST038102,Estudiante 38102,Arquitectura,Sonsonate,8.34
EST038103,Estudiante 38103,Administración,San Salvador,6.34
EST038104,Estudiante 38104,Contaduría,San Miguel,6.47
EST038105,Estudiante 38105,Contaduría,San Miguel,6.27
EST038106,Estudiante 38106,Ingeniería Industrial,San Miguel,7.38
EST038107,Estudiante 38107,Administración,San Salvador,9.51
EST038108,Estudiante 38108,Arquitectura,Sonsonate,5.42
EST038109,Estudiante 38109,Contaduría,La Libertad,7.28
EST038110,Estudiante 38110,Contaduría,Santa Ana,8.88
EST038111,Estudiante 38111,Ingeniería Industrial,San Salvador,7.95
EST038112,Estudiante 38112,Arquitectura,Santa Ana,5.82
EST038113,Estudiante 38113,Ingeniería en Sistemas,San Salvador,7.65
EST038114,Estudiante 38114,Ingeniería Industrial,La Libertad,9.66
EST038115,Estudiante 38115,Ingeniería Industrial,San Salvador,8.44
EST038116,Estudiante 38116,Ingeniería en Sistemas,San Miguel,8.27
EST038117,Estudiante 38117,Ingeniería en Sistemas,San Miguel,9.65
EST038118,Estudiante 38118,Contaduría,San Miguel,7.08
EST038119,Estudiante 38119,Administración,San Miguel,6.93
EST038120,Estudiante 38120,Ingeniería en Sistemas,San Miguel,9.32
EST038121,Estudiante 38121,Ingeniería en Sistemas,Santa Ana,5.93
EST038122,Estudiante 38122,Ingeniería Industrial,Sonsonate,5.12
EST038123,Estudiante 38123,Ingeniería Industrial,Santa Ana,7.48
EST038124,Estudiante 38124,Ingeniería en Sistemas,Sonsonate,8.18
EST038125,Estudiante 38125,Arquitectura,San Miguel,9.11
EST038126,Estudiante 38126,Arquitectura,La Libertad,8.48
EST038127,Estudiante 38127,Administración,San Salvador,5.62
EST038128,Estudiante 38128,Ingeniería Industrial,San Salvador,7.16
EST038129,Estudiante 38129,Contaduría,Santa Ana,6.36
EST038130,Estudiante 38130,Contaduría,San Salvador,7.07
EST038131,Estudiante 38131,Ingeniería en Sistemas,San Miguel,7.3
EST038132,Estudiante 38132,Ingeniería en Sistemas,La Libertad,8.99
EST038133,Estudiante 38133,Contaduría,Santa Ana,5.45
EST038134,Estudiante 38134,Ingeniería en Sistemas,San Miguel,9.83
EST038135,Estudiante 38135,Arquitectura,Sonsonate,7.87
EST038136,Estudiante 38136,Contaduría,La Libertad,6.58
EST038137,Estudiante 38137,Administración,La Libertad,5.11
EST038138,Estudiante 38138,Ingeniería en Sistemas,La Libertad,9.83
EST038139,Estudiante 38139,Ingeniería en Sistemas,San Salvador,7.48
EST038140,Estudiante 38140,Ingeniería en Sistemas,Santa Ana,5.34
EST038141,Estudiante 38141,Ingeniería Industrial,San Salvador,5.7
EST038142,Estudiante 38142,Ingeniería Industrial,Santa Ana,6.83
EST038143,Estudiante 38143,Contaduría,La Libertad,7.34
EST038144,Estudiante 38144,Ingeniería Industrial,Santa Ana,5.74
EST038145,Estudiante 38145,Contaduría,San Miguel,9.34
EST038146,Estudiante 38146,Contaduría,Sonsonate,8.67
EST038147,Estudiante 38147,Administración,San Salvador,6.51
EST038148,Estudiante 38148,Administración,San Salvador,6.35
EST038149,Estudiante 38149,Ingeniería en Sistemas,San Miguel,7.97
EST038150,Estudiante 38150,Ingeniería en Sistemas,Santa Ana,6.12
EST038151,Estudiante 38151,Administración,San Miguel,7.69
EST038152,Estudiante 38152,Administración,San Miguel,5.19
EST038153,Estudiante 38153,Arquitectura,Sonsonate,7.52
EST038154,Estudiante 38154,Arquitectura,San Salvador,5.45
EST038155,Estudiante 38155,Ingeniería Industrial,Sonsonate,5.88
EST038156,Estudiante 38156,Arquitectura,La Libertad,7.15
EST038157,Estudiante 38157,Administración,San Salvador,5.86
EST038158,Estudiante 38158,Contaduría,San Miguel,9.43
EST038159,Estudiante 38159,Arquitectura,Santa Ana,6.83
EST038160,Estudiante 38160,Arquitectura,San Salvador,7.84
EST038161,Estudiante 38161,Arquitectura,La Libertad,5.31
EST038162,Estudiante 38162,Ingeniería Industrial,San Miguel,9.37
EST038163,Estudiante 38163,Administración,La Libertad,9.09
EST038164,Estudiante 38164,Contaduría,San Miguel,6.38
EST038165,Estudiante 38165,Administración,San Salvador,5.56
EST038166,Estudiante 38166,Ingeniería en Sistemas,Santa Ana,6.82
EST038167,Estudiante 38167,Ingeniería en Sistemas,Sonsonate,8.62
EST038168,Estudiante 38168,Arquitectura,Santa Ana,5.52
EST038169,Estudiante 38169,Ingeniería en Sistemas,San Salvador,9.66
EST038170,Estudiante 38170,Administración,San Miguel,7.94
EST038171,Estudiante 38171,Arquitectura,La Libertad,6.03
EST038172,Estudiante 38172,Contaduría,San Miguel,5.18
EST038173,Estudiante 38173,Ingeniería en Sistemas,San Salvador,5.95
EST038174,Estudiante 38174,Ingeniería Industrial,Santa Ana,6.53
EST038175,Estudiante 38175,Contaduría,La Libertad,5.48
EST038176,Estudiante 38176,Arquitectura,Santa Ana,9.92
EST038177,Estudiante 38177,Ingeniería Industrial,Santa Ana,9.38
EST038178,Estudiante 38178,Administración,San Miguel,5.43
EST038179,Estudiante 38179,Arquitectura,San Salvador,8.55
EST038180,Estudiante 38180,Arquitectura,San Miguel,8.19
EST038181,Estudiante 38181,Ingeniería en Sistemas,Sonsonate,5.8
EST038182,Estudiante 38182,Administración,San Miguel,8.24
EST038183,Estudiante 38183,Arquitectura,Sonsonate,9.39
EST038184,Estudiante 38184,Ingeniería en Sistemas,San Salvador,9.97
EST038185,Estudiante 38185,Ingeniería Industrial,La Libertad,8.33
EST038186,Estudiante 38186,Contaduría,Santa Ana,7.74
EST038187,Estudiante 38187,Arquitectura,San Miguel,7.24
EST038188,Estudiante 38188,Administración,San Salvador,6.63
EST038189,Estudiante 38189,Ingeniería Industrial,San Miguel,8.39
EST038190,Estudiante 38190,Administración,San Miguel,9.35
EST038191,Estudiante 38191,Ingeniería Industrial,Sonsonate,6.16
EST038192,Estudiante 38192,Ingeniería en Sistemas,Sonsonate,6.75
EST038193,Estudiante 38193,Administración,Santa Ana,6.36
EST038194,Estudiante 38194,Ingeniería Industrial,San Salvador,6.03
EST038195,Estudiante 38195,Administración,San Salvador,6.62
EST038196,Estudiante 38196,Ingeniería en Sistemas,La Libertad,6.29
EST038197,Estudiante 38197,Contaduría,San Miguel,9.32
EST038198,Estudiante 38198,Ingeniería en Sistemas,Sonsonate,7.69
EST038199,Estudiante 38199,Ingeniería Industrial,San Miguel,7.41
EST038200,Estudiante 38200,Ingeniería Industrial,San Salvador,5.27
EST038201,Estudiante 38201,Arquitectura,La Libertad,5.62
EST038202,Estudiante 38202,Arquitectura,San Salvador,8.02
EST038203,Estudiante 38203,Ingeniería Industrial,San Miguel,7.59
EST038204,Estudiante 38204,Ingeniería en Sistemas,Santa Ana,6.91
EST038205,Estudiante 38205,Ingeniería en Sistemas,San Salvador,9.41
EST038206,Estudiante 38206,Ingeniería Industrial,San Salvador,7.87
EST038207,Estudiante 38207,Administración,San Miguel,6.53
EST038208,Estudiante 38208,Contaduría,Sonsonate,9.05
EST038209,Estudiante 38209,Administración,Santa Ana,8.4
EST038210,Estudiante 38210,Administración,La Libertad,8.35
EST038211,Estudiante 38211,Ingeniería Industrial,Sonsonate,8.57
EST038212,Estudiante 38212,Ingeniería en Sistemas,Santa Ana,5.84
EST038213,Estudiante 38213,Contaduría,Santa Ana,5.13
EST038214,Estudiante 38214,Contaduría,Santa Ana,7.19
EST038215,Estudiante 38215,Arquitectura,San Salvador,7.03
EST038216,Estudiante 38216,Arquitectura,La Libertad,6.97
EST038217,Estudiante 38217,Ingeniería en Sistemas,San Salvador,5.64
EST038218,Estudiante 38218,Ingeniería en Sistemas,Santa Ana,6.81
EST038219,Estudiante 38219,Contaduría,Santa Ana,5.25
EST038220,Estudiante 38220,Contaduría,San Miguel,8.3
EST038221,Estudiante 38221,Ingeniería en Sistemas,La Libertad,5.1
EST038222,Estudiante 38222,Ingeniería Industrial,Sonsonate,8.48
EST038223,Estudiante 38223,Administración,La Libertad,5.03
EST038224,Estudiante 38224,Ingeniería Industrial,Santa Ana,8.46
EST038225,Estudiante 38225,Administración,San Miguel,5.92
EST038226,Estudiante 38226,Ingeniería Industrial,San Salvador,6.88
EST038227,Estudiante 38227,Ingeniería Industrial,San Miguel,8.77
EST038228,Estudiante 38228,Ingeniería en Sistemas,La Libertad,7.53
EST038229,Estudiante 38229,Ingeniería Industrial,La Libertad,8.84
EST038230,Estudiante 38230,Ingeniería en Sistemas,La Libertad,9.61
EST038231,Estudiante 38231,Ingeniería Industrial,Sonsonate,9.62
EST038232,Estudiante 38232,Contaduría,San Miguel,9.26
EST038233,Estudiante 38233,Administración,San Miguel,6.55
EST038234,Estudiante 38234,Ingeniería en Sistemas,Sonsonate,8.02
EST038235,Estudiante 38235,Ingeniería Industrial,San Miguel,8.68
EST038236,Estudiante 38236,Contaduría,Santa Ana,8.22
EST038237,Estudiante 38237,Ingeniería Industrial,Sonsonate,5.08
EST038238,Estudiante 38238,Arquitectura,San Miguel,9.2
EST038239,Estudiante 38239,Contaduría,Santa Ana,8.16
EST038240,Estudiante 38240,Ingeniería en Sistemas,Santa Ana,9.76
EST038241,Estudiante 38241,Ingeniería Industrial,San Salvador,5.84
EST038242,Estudiante 38242,Ingeniería en Sistemas,La Libertad,5.57
EST038243,Estudiante 38243,Administración,San Salvador,5.31
EST038244,Estudiante 38244,Contaduría,San Miguel,6.43
EST038245,Estudiante 38245,Administración,San Miguel,6.91
EST038246,Estudiante 38246,Arquitectura,Sonsonate,5.65
EST038247,Estudiante 38247,Arquitectura,La Libertad,8.14
EST038248,Estudiante 38248,Ingeniería en Sistemas,Sonsonate,5.54
EST038249,Estudiante 38249,Administración,La Libertad,6.79
EST038250,Estudiante 38250,Ingeniería Industrial,Sonsonate,7.02
EST038251,Estudiante 38251,Ingeniería Industrial,San Miguel,5.83
EST038252,Estudiante 38252,Administración,La Libertad,8.75
EST038253,Estudiante 38253,Arquitectura,Sonsonate,5.01
EST038254,Estudiante 38254,Contaduría,San Miguel,8.82
EST038255,Estudiante 38255,Arquitectura,Santa Ana,8.09
EST038256,Estudiante 38256,Ingeniería Industrial,San Miguel,9.6
EST038257,Estudiante 38257,Ingeniería en Sistemas,Sonsonate,6.46
EST038258,Estudiante 38258,Contaduría,Santa Ana,7.15
EST038259,Estudiante 38259,Ingeniería Industrial,Santa Ana,8.78
EST038260,Estudiante 38260,Arquitectura,San Salvador,6.88
EST038261,Estudiante 38261,Arquitectura,Santa Ana,6.7
EST038262,Estudiante 38262,Ingeniería en Sistemas,Santa Ana,7.01
EST038263,Estudiante 38263,Contaduría,La Libertad,5.02
EST038264,Estudiante 38264,Contaduría,San Miguel,6.58
EST038265,Estudiante 38265,Ingeniería Industrial,Sonsonate,9.5
EST038266,Estudiante 38266,Ingeniería en Sistemas,Santa Ana,9.69
EST038267,Estudiante 38267,Contaduría,La Libertad,9.04
EST038268,Estudiante 38268,Ingeniería en Sistemas,La Libertad,6.27
EST038269,Estudiante 38269,Arquitectura,Santa Ana,7.81
EST038270,Estudiante 38270,Contaduría,San Miguel,7.07
EST038271,Estudiante 38271,Ingeniería en Sistemas,San Salvador,6.76
EST038272,Estudiante 38272,Arquitectura,Sonsonate,8.37
EST038273,Estudiante 38273,Ingeniería en Sistemas,Santa Ana,7.69
EST038274,Estudiante 38274,Administración,San Salvador,9.25
EST038275,Estudiante 38275,Ingeniería Industrial,La Libertad,6.26
EST038276,Estudiante 38276,Contaduría,Santa Ana,5.96
EST038277,Estudiante 38277,Ingeniería Industrial,Sonsonate,8.31
EST038278,Estudiante 38278,Ingeniería en Sistemas,Santa Ana,5.58
EST038279,Estudiante 38279,Arquitectura,San Miguel,6.54
EST038280,Estudiante 38280,Contaduría,San Salvador,6.02
EST038281,Estudiante 38281,Arquitectura,La Libertad,8.88
EST038282,Estudiante 38282,Ingeniería en Sistemas,Santa Ana,6.29
EST038283,Estudiante 38283,Ingeniería Industrial,La Libertad,7.36
EST038284,Estudiante 38284,Arquitectura,San Miguel,9.21
EST038285,Estudiante 38285,Administración,San Miguel,9.99
EST038286,Estudiante 38286,Administración,La Libertad,9.83
EST038287,Estudiante 38287,Ingeniería Industrial,San Miguel,6.53
EST038288,Estudiante 38288,Ingeniería Industrial,Santa Ana,9.41
EST038289,Estudiante 38289,Ingeniería Industrial,La Libertad,9.37
EST038290,Estudiante 38290,Administración,La Libertad,7.18
EST038291,Estudiante 38291,Contaduría,San Miguel,6.97
EST038292,Estudiante 38292,Ingeniería en Sistemas,Sonsonate,5.1
EST038293,Estudiante 38293,Ingeniería en Sistemas,San Salvador,6.89
EST038294,Estudiante 38294,Ingeniería en Sistemas,Sonsonate,8.93
EST038295,Estudiante 38295,Arquitectura,La Libertad,8.8
EST038296,Estudiante 38296,Ingeniería en Sistemas,San Miguel,6.23
EST038297,Estudiante 38297,Ingeniería en Sistemas,San Salvador,5.8
EST038298,Estudiante 38298,Ingeniería en Sistemas,Sonsonate,9.09
EST038299,Estudiante 38299,Arquitectura,Santa Ana,7.06
EST038300,Estudiante 38300,Ingeniería Industrial,Santa Ana,9.7
EST038301,Estudiante 38301,Ingeniería Industrial,San Salvador,9.15
EST038302,Estudiante 38302,Ingeniería Industrial,Sonsonate,5.93
EST038303,Estudiante 38303,Arquitectura,Santa Ana,7.89
EST038304,Estudiante 38304,Administración,San Miguel,9.95
EST038305,Estudiante 38305,Contaduría,San Salvador,7.24
EST038306,Estudiante 38306,Arquitectura,Santa Ana,7.07
EST038307,Estudiante 38307,Arquitectura,San Salvador,6.21
EST038308,Estudiante 38308,Ingeniería en Sistemas,San Salvador,6.29
EST038309,Estudiante 38309,Administración,La Libertad,8.5
EST038310,Estudiante 38310,Ingeniería Industrial,San Salvador,6.46
EST038311,Estudiante 38311,Contaduría,Santa Ana,6.17
EST038312,Estudiante 38312,Ingeniería en Sistemas,Santa Ana,7.44
EST038313,Estudiante 38313,Contaduría,Sonsonate,7.13
EST038314,Estudiante 38314,Ingeniería Industrial,Sonsonate,8.41
EST038315,Estudiante 38315,Contaduría,Sonsonate,9.81
EST038316,Estudiante 38316,Contaduría,San Miguel,7.74
EST038317,Estudiante 38317,Arquitectura,Santa Ana,8.15
EST038318,Estudiante 38318,Arquitectura,San Miguel,8.13
EST038319,Estudiante 38319,Ingeniería en Sistemas,La Libertad,8.26
EST038320,Estudiante 38320,Administración,La Libertad,7.77
EST038321,Estudiante 38321,Arquitectura,Santa Ana,7.61
EST038322,Estudiante 38322,Contaduría,Sonsonate,8.33
EST038323,Estudiante 38323,Arquitectura,Sonsonate,5.4
EST038324,Estudiante 38324,Ingeniería Industrial,San Miguel,5.91
EST038325,Estudiante 38325,Arquitectura,San Miguel,6.34
EST038326,Estudiante 38326,Contaduría,Sonsonate,6.67
EST038327,Estudiante 38327,Ingeniería en Sistemas,Santa Ana,9.05
EST038328,Estudiante 38328,Ingeniería Industrial,Sonsonate,9.97
EST038329,Estudiante 38329,Contaduría,Sonsonate,9.5
EST038330,Estudiante 38330,Administración,Santa Ana,7.84
EST038331,Estudiante 38331,Arquitectura,San Miguel,8.38
EST038332,Estudiante 38332,Ingeniería Industrial,La Libertad,8.48
EST038333,Estudiante 38333,Administración,Sonsonate,8.92
EST038334,Estudiante 38334,Arquitectura,San Miguel,6.43
EST038335,Estudiante 38335,Arquitectura,Sonsonate,6.37
EST038336,Estudiante 38336,Ingeniería en Sistemas,Santa Ana,5.14
EST038337,Estudiante 38337,Arquitectura,Santa Ana,5.29
EST038338,Estudiante 38338,Ingeniería Industrial,Sonsonate,6.44
EST038339,Estudiante 38339,Ingeniería en Sistemas,Santa Ana,8.95
EST038340,Estudiante 38340,Ingeniería Industrial,San Salvador,7.42
EST038341,Estudiante 38341,Contaduría,San Miguel,5.26
